,pca1,pca2,label,albumName,albumImage,artisName,songTitle,acousticness,danceability,liveness,loudness,speechiness
63,-0.1828369363912673,0.09391344826407916,2,Gomoly,https://i.scdn.co/image/ab67616d0000b27349125658e1f9a98e1718124f,Elefánt,Tizenhat,0.0939,0.31,0.0963,-6.734,0.0356
64,0.48393412755435106,-0.01485082587603089,0,Rájátszás,https://i.scdn.co/image/ab67616d0000b2731314cfc5b0a12155817b4aab,Rájátszás,A Szívem,0.717,0.67,0.12,-10.501,0.0466
65,-0.11959526554795111,-0.31969668003087165,1,ATLiens,https://i.scdn.co/image/ab67616d0000b27384be563c5931d7ef35706148,OutKast,Elevators (Me & You),0.0234,0.774,0.0562,-10.434,0.301
66,0.2346367700267687,0.09839854126811395,0,Kikötő,https://i.scdn.co/image/ab67616d0000b2737c3a01117a2e642cb30b7278,Aurevoir.,Égtakaró,0.407,0.291,0.0877,-12.471,0.0346
67,-0.22348897572290552,0.252245296469077,2,The 5th Exotic,https://i.scdn.co/image/ab67616d0000b27303cf89139b635f2475cd98ce,Quantic,Time Is the Enemy,0.00637,0.182,0.304,-9.809,0.0381
68,-0.13971221225207803,-0.12370541914564924,1,Sound Of Silver,https://i.scdn.co/image/ab67616d0000b273e6272ad26e7a55bc342a6dd0,LCD Soundsystem,All My Friends,0.148,0.701,0.0977,-5.611,0.0425
69,-0.11165422223013245,0.052837184882800495,2,A Legszebb Éveink,https://i.scdn.co/image/ab67616d0000b273a4a6135f6518c8ecfb9731b9,Szabó Benedek és a Galaxisok,Haver,0.174,0.442,0.125,-6.557,0.0341
70,0.11448747165775289,0.10316893528760322,0,Nation of Two,https://i.scdn.co/image/ab67616d0000b2739ac709b94022896013465886,Vance Joy,Saturday Sun,0.484,0.637,0.222,-4.381,0.0468
71,-0.0016895032111626876,-0.038295490053531576,1,Szívemhez Szorítom,https://i.scdn.co/image/ab67616d0000b2731da85e1a9edb67c5f18460f5,Rájátszás,Van Egy Ország - Tűzoltózenekaros Verzió,0.241,0.566,0.135,-8.201,0.187
72,0.18835355828452272,-0.38772552857531034,1,Blowout Comb,https://i.scdn.co/image/ab67616d0000b2732853bfc72a2ce5ddc6ed2f0d,Digable Planets,Dog It,0.261,0.901,0.0598,-14.2,0.268
73,-0.22745420493402269,-0.23572788616494667,1,The Infamous,https://i.scdn.co/image/ab67616d0000b273a2203fa0656cede30f879b97,Mobb Deep,"Shook Ones, Pt. II",0.0146,0.763,0.0817,-6.472,0.229
74,0.55734818777779,-0.004446865979649314,0,3WW (feat. Little Simz) (OTG Version),https://i.scdn.co/image/ab67616d0000b273098491e21cab5e754da8d8ae,alt-J,3WW (feat. Little Simz) - OTG Version,0.756,0.571,0.0891,-11.766,0.31
75,-0.114055097893221,-0.05209351472769573,1,3WW (feat. Little Simz) (OTG Version),https://i.scdn.co/image/ab67616d0000b273098491e21cab5e754da8d8ae,alt-J,In Cold Blood (feat. Pusha T) - Twin Shadow Version,0.133,0.794,0.358,-8.44,0.0987
76,-0.3249485873735558,0.044091103562386026,2,Twenty One Pilots,https://i.scdn.co/image/ab67616d0000b2734f5687326079d90e731a10a6,Twenty One Pilots,Johnny Boy,0.00525,0.561,0.24,-4.311,0.0515
77,-0.14051361393491665,0.06355771968301321,2,Word...Life (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2735048fed621b7f7e5a9a3e315,O.C.,Time's Up,0.162,0.664,0.353,-6.521,0.0671
78,0.12416179783805445,-0.22107057360246857,1,Wizville,https://i.scdn.co/image/ab67616d0000b27302752faeb444727182d5f6a3,Ocean Wisdom,Perspectives,0.255,0.748,0.107,-12.612,0.0762
79,-0.11909017432236593,-0.34904708581483546,1,O.G. Original Gangster,https://i.scdn.co/image/ab67616d0000b273130dcab9b9d160b5d9352c78,Ice-T,Mic Contract,0.00585,0.834,0.0775,-11.296,0.182
80,-0.05907887182561242,-0.1781557564189965,1,"Topper Top (Kahn & Neek Remix) (feat. Lady Chann, Killa P & Teddy Bruckshot)",https://i.scdn.co/image/ab67616d0000b2734bb6631c89b52b4f3e55f7fd,Sir Spyro,Topper Top - Kahn & Neek Remix,0.214,0.811,0.142,-6.056,0.335
81,-0.14514053583880993,0.0743931412500822,2,In the Mountain in the Cloud,https://i.scdn.co/image/ab67616d0000b273420aa10cb7b13d35920c92b1,Portugal. The Man,Got It All (This Can't Be Living Now),0.195,0.427,0.0886,-4.121,0.0601
